timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-06T18:34:39,Tradicional,c8d18449-73f7-4328-b3e3-80100de0a3cd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2172.682321500033,0.02304244478471799,1.0605528731328447e-05,390.0,0.0,10.0,0.22846331474396286,0,0.005831686524166595,0.23429500126812938,Brazil,BRA,rio grande do norte,,,Windows-11-10.0.26100-SP0,3.12.2,3.0.1,12,AMD Ryzen 5 5600G with Radeon Graphics,,,-35.2235,-5.8111,15.35256576538086,machine,N,1.0
