timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-06T20:11:44,A*,4192b6a2-b5ad-47ec-a83e-b90adffec2e9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.2068589001428336,3.1849170311141255e-07,2.639013583723156e-07,390.0,0.0,10.0,0.00013063878750350946,0,3.3378258334576257e-06,0.00013397661333696708,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.12.2,3.0.1,12,AMD Ryzen 5 5600G with Radeon Graphics,,,-71.2,46.8,15.35256576538086,machine,N,1.0
