timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-06T20:11:35,MinHeap,77da3687-0f38-43c9-b92a-b97f9762129a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.236023399978876,0.00013369105407187493,1.0926021445178482e-05,390.0,0.0,10.0,0.0013253940591549812,0,3.3973229166844655e-05,0.0013593672883218258,Brazil,BRA,rio grande do norte,,,Windows-11-10.0.26100-SP0,3.12.2,3.0.1,12,AMD Ryzen 5 5600G with Radeon Graphics,,,-35.2235,-5.8111,15.35256576538086,machine,N,1.0
